4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
19	 1:-.554411343392506	 2:-.851145780580843	 3:-.843995532216004	 4:.805450493415171	 5:-1.41404854103227	 6:-.43139724914663	 7:-1.19094763554456	 8:.546830640398686	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:-.696126162042131
18	 1:2.2205359436607	 2:1.56575964414018	 3:1.17849903099502	 4:.236203104818871	 5:-1.41404854103227	 6:.482144492918339	 7:1.64705903832728	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
19	 1:-.184418371785411	 2:.45026483273048	 3:-.397857025625337	 4:.805450493415171	 5:1.60017696609754	 6:.664852841331333	 7:1.36147346108232	 8:.168497678378657	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.35604013955401
13	 1:-.554411343392506	 2:.264349030828862	 3:.315964584919731	 4:.707865226798663	 5:.713640052235832	 6:1.5783945833963	 7:1.04018968668173	 8:1.36024650874174	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-1.05958245378205	 15:-.105304810091389	 16:-1.03815387897482
19	 1:1.11055702883942	 2:.822096436533715	 3:-1.02245093485227	 4:.350052582538131	 5:.713640052235832	 6:.482144492918339	 7:-.994607551188651	 8:-1.66641718741848	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
18	 1:-.924404314999601	 2:-.29339837487599	 3:-2.25676746975311	 4:.707865226798663	 5:4.41052114646198E-03	 6:.664852841331333	 7:-.387738199543097	 8:-1.64750053931748	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-2.88136137898005	 4:.480166271360142	 5:-2.12327807212165	 6:-.43139724914663	 7:-.173549016609372	 8:-.436835060853388	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
17	 1:1.66554648625006	 2:1.19392804033695	 3:.479548704002976	 4:.935564182237183	 5:.53633266946349	 6:-1.1622306427986	 7:-1.70857149430106	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:.740564057232326	 2:.822096436533715	 3:-.531698577602537	 4:-1.19504747222325	 5:.713640052235832	 6:.482144492918339	 7:-.994607551188651	 8:-1.66641718741848	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:1.81207709546426
2	 1:-.554411343392506	 2:-1.03706158248246	 3:-1.31987660591271	 4:.171146260407865	 5:4.41052114646198E-03	 6:.847561189744327	 7:.593962222236474	 8:-.588168245661399	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.924144639997258
9	 1:-.554411343392506	 2:-.665229978679225	 3:1.50566726916151	 4:.968092604442686	 5:-2.12327807212165	 6:-1.52764733962459	 7:-.262794509498424	 8:1.75749611886277	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.213312128745109	 15:-.105304810091389	 16:-.696126162042131
18	 1:.185574599821683	 2:-.479314176777608	 3:.806716942169466	 4:.236203104818871	 5:4.41052114646198E-03	 6:.482144492918339	 7:1.00449148952611	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.696126162042131
12	 1:1.48055000044651	 2:1.37984384223856	 3:.434934853343909	 4:-1.11372641670949	 5:.890947435008175	 6:.482144492918339	 7:1.23652977103764	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
18	 1:2.03553945785715	 2:1.93759124794342	 3:1.5651524033736	 4:1.53733999303898	 5:-1.41404854103227	 6:.664852841331333	 7:.254829349258077	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
2	 1:.925560543035873	 2:.45026483273048	 3:1.59489497047964	 4:-.983612727887486	 5:.713640052235832	 6:.664852841331333	 7:-.994607551188651	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:.576996295181442	 15:-.105304810091389	 16:.329956988755941
9	 1:-.924404314999601	 2:-.851145780580843	 3:-2.97058908029818	 4:.480166271360142	 5:-.350204244398223	 6:.664852841331333	 7:-1.10170214265551	 8:-3.95854507323581E-02	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:.198813764433104	 12:1.05538484433444	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.557975466711068
3	 1:1.11055702883942	 2:.822096436533715	 3:-.81425296510996	 4:8.98252048941083E-02	 5:.713640052235832	 6:-6.59805523206427E-02	 7:-1.28019312843361	 8:-1.04216780008543	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
6	 1:-.739407829196054	 2:-.851145780580843	 3:-.977837084193205	 4:.154882049305114	 5:1.4228695833252	 6:1.5783945833963	 7:.718905912281147	 8:-1.34483416970145	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.739407829196054	 2:-1.03706158248246	 3:-1.20090633748853	 4:1.14699892657295	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:9.52256354112135	 16:.443966227733505
2	 1:.555567571428778	 2:.45026483273048	 3:-1.12036532467582E-02	 4:.886771548928928	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:.593962222236474	 8:.584663936600689	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:2.49613252932965
17	 1:.925560543035873	 2:.264349030828862	 3:-.918351949981116	 4:1.01688523775094	 5:-2.12327807212165	 6:-1.71035568803758	 7:-.173549016609372	 8:-1.19350098489344	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:4.78531891160584	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
17	 1:-.184418371785411	 2:-.479314176777608	 3:-.204530339436047	 4:1.58613262634724	 5:.53633266946349	 6:.482144492918339	 7:-1.01245664976646	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:.122391087136026	 15:-.105304810091389	 16:1.01401242262132
19	 1:1.48055000044651	 2:1.00801223843533	 3:-.397857025625337	 4:-1.29263273883976	 5:.713640052235832	 6:.664852841331333	 7:1.04018968668173	 8:.33874751128767	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:.329956988755941
13	 1:-.554411343392506	 2:-.851145780580843	 3:.717489240851332	 4:-.80470640575722	 5:.713640052235832	 6:-1.52764733962459	 7:1.04018968668173	 8:1.28457991633774	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-1.03815387897482
2	 1:-.739407829196054	 2:-.665229978679225	 3:.107766615177419	 4:-1.35768958325076	 5:1.60017696609754	 6:.664852841331333	 7:.736755010858957	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.240089206131876
9	 1:.555567571428778	 2:.264349030828862	 3:1.01491491191177	 4:-1.01614115009298	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:.758838378399608	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-.665229978679225	 3:-.769639114450893	 4:-1.1787832611205	 5:-1.41404854103227	 6:-.43139724914663	 7:-1.19094763554456	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.582116923064567
3	 1:-.184418371785411	 2:-.665229978679225	 3:-.962965800640182	 4:-1.30889694994251	 5:.713640052235832	 6:.664852841331333	 7:.326225743569318	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
19	 1:.925560543035873	 2:.264349030828862	 3:1.0297861954648	 4:-.105345328338908	 5:.53633266946349	 6:-1.52764733962459	 7:-1.01245664976646	 8:-1.43941741020646	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:2.49613252932965
17	 1:.925560543035873	 2:.822096436533715	 3:-.769639114450893	 4:1.01688523775094	 5:4.41052114646198E-03	 6:.482144492918339	 7:.593962222236474	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.696126162042131
11	 1:-.739407829196054	 2:-.665229978679225	 3:-.962965800640182	 4:1.45601893752522	 5:-1.59135592380462	 6:.664852841331333	 7:.915245996637062	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:1.01401242262132
9	 1:-.184418371785411	 2:-.665229978679225	 3:1.01491491191177	 4:1.45601893752522	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-1.05958245378205	 15:-.105304810091389	 16:.557975466711068
17	 1:.555567571428778	 2:7.84332289272449E-02	 3:1.00004362835875	 4:-1.08119799450399	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.05758013912572	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:1.6980678564867
9	 1:1.66554648625006	 2:1.37984384223856	 3:-.531698577602537	 4:.90303576003168	 5:.713640052235832	 6:1.5783945833963	 7:1.04018968668173	 8:1.09541343532772	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
17	 1:-.739407829196054	 2:-1.03706158248246	 3:-.427599592731381	 4:1.03314944885369	 5:.713640052235832	 6:-1.52764733962459	 7:1.04018968668173	 8:.754913769509702	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
12	 1:-.739407829196054	 2:-.851145780580843	 3:-1.03732221840529	 4:.78918628231242	 5:.713640052235832	 6:.847561189744327	 7:1.04018968668173	 8:-1.62858389121647	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
2	 1:-.739407829196054	 2:-.29339837487599	 3:.24160816715462	 4:1.1957915598812	 5:.890947435008175	 6:-1.52764733962459	 7:-.566229185321201	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
19	 1:-.369414857588959	 2:-.479314176777608	 3:-.962965800640182	 4:-1.52033169427828	 5:.713640052235832	 6:.847561189744327	 7:1.04018968668173	 8:-.947584559580427	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-1.05958245378205	 15:-.105304810091389	 16:.785993944666196
10	 1:-.924404314999601	 2:-1.59480898818731	 3:-2.85161881187401	 4:-1.2438401055315	 5:4.41052114646198E-03	 6:-6.59805523206427E-02	 7:-1.06600394549989	 8:.584663936600689	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
12	 1:-.924404314999601	 2:-1.22297738438407	 3:-1.54294585920805	 4:-1.26010431663426	 5:.713640052235832	 6:-.979522294385613	 7:-.994607551188651	 8:-1.42050076210546	 9:4.76086184144955	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:.378101972417978	 14:-5.94509960821391E-02	 15:-.105304810091389	 16:.329956988755941
4	 1:-.739407829196054	 2:7.84332289272449E-02	 3:-.977837084193205	 4:-.251723228263671	 5:.359025286691147	 6:-.43139724914663	 7:-1.72642059287887	 8:-9.63353950353624E-02	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-2.33889683064441	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.329956988755941
17	 1:.925560543035873	 2:1.37984384223856	 3:1.46105341850244	 4:1.17952734877845	 5:.53633266946349	 6:-.248688900733636	 7:1.53996444686042	 8:-1.72316713172148	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.240089206131876
5	 1:-.739407829196054	 2:7.84332289272449E-02	 3:-1.12036532467582E-02	 4:-1.04866957229849	 5:4.41052114646198E-03	 6:-1.52764733962459	 7:.593962222236474	 8:1.13324673152973	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.03815387897482
3	 1:-.184418371785411	 2:7.84332289272449E-02	 3:.717489240851332	 4:-1.19504747222325	 5:.713640052235832	 6:-1.52764733962459	 7:1.89694641841663	 8:1.60616293405476	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-.696126162042131
10	 1:-.739407829196054	 2:-.851145780580843	 3:3.34101974123085E-02	 4:.415109426949137	 5:-1.59135592380462	 6:.664852841331333	 7:.236980250680266	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-.696126162042131
17	 1:.925560543035873	 2:.264349030828862	 3:.553905121768087	 4:.805450493415171	 5:-.350204244398223	 6:.664852841331333	 7:-.423436396698718	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:1.47004937853157
19	 1:-.739407829196054	 2:-1.03706158248246	 3:1.52053855271453	 4:1.58613262634724	 5:.53633266946349	 6:-.979522294385613	 7:-1.01245664976646	 8:-1.42050076210546	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:.785993944666196
17	 1:-.739407829196054	 2:1.00801223843533	 3:-1.12036532467582E-02	 4:.805450493415171	 5:4.41052114646198E-03	 6:.664852841331333	 7:.593962222236474	 8:1.20891332393373	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:1.47246368708651	 14:1.39528566966318	 15:-.105304810091389	 16:-1.20707281767494E-02
17	 1:-.554411343392506	 2:-.851145780580843	 3:1.01491491191177	 4:-.5770074503187	 5:.713640052235832	 6:.664852841331333	 7:1.04018968668173	 8:-1.38266746590346	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:.849759420008691	 15:-.105304810091389	 16:.329956988755941
2	 1:.740564057232326	 2:.264349030828862	 3:-.308629324307203	 4:-.284251650469174	 5:.890947435008175	 6:-1.1622306427986	 7:.344074842147129	 8:.263080918883664	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:4.03933209815156	 13:-.716259742250555	 14:-.69589828734572	 15:-.105304810091389	 16:.557975466711068
17	 1:-.554411343392506	 2:-.851145780580843	 3:1.17849903099502	 4:.90303576003168	 5:1.60017696609754	 6:.664852841331333	 7:-1.2623440298558	 8:1.34132986064074	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.423135162518471	 15:-.105304810091389	 16:-.240089206131876
9	 1:-.184418371785411	 2:-.29339837487599	 3:.821588225722488	 4:1.1307347154702	 5:.713640052235832	 6:.664852841331333	 7:1.21868067245983	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:1.05538484433444	 13:-.716259742250555	 14:-.786819328954803	 15:-.105304810091389	 16:-1.03815387897482
3	 1:-.554411343392506	 2:-.665229978679225	 3:1.05952876257084	 4:.935564182237183	 5:-.527511627170566	 6:-.248688900733636	 7:.290527546413697	 8:.565747288499687	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
19	 1:2.03553945785715	 2:1.7516754460418	 3:1.52053855271453	 4:1.03314944885369	 5:.713640052235832	 6:1.21297788657031	 7:1.04018968668173	 8:.698163825206698	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-.126079967154313
19	 1:1.85054297205361	 2:1.7516754460418	 3:-1.15629248682947	 4:-.544479028113197	 5:.713640052235832	 6:.664852841331333	 7:1.34362436250451	 8:-.966501207681428	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:1.46766906197186	 12:1.05538484433444	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
4	 1:3.33051485848199	 2:3.42491766315636	 3:.167251749389508	 4:-1.2438401055315	 5:4.41052114646198E-03	 6:.482144492918339	 7:-1.06600394549989	 8:-.98541785578243	 9:-.210019747116933	 10:-2.23648741064378E-02	 11:-.435613884336275	 12:-.436588782574117	 13:-.716259742250555	 14:-.968661412172969	 15:-.105304810091389	 16:-1.03815387897482
